ISIN;Year;Reporting date;Actual;Estimates;Mean;Surprise; Surpise (%) ;Surpise_Category;Standard Deviation
CH0023405456;FY Dec-23;07.03.2024;2.35184195;11;2.153329462;0.198512487;0.09;Positive;0.536113546
CH0023868554;FY Dec-19;25.02.2020;1.561559204;6;2.11709407;-0.555534866;-0.26;Negativ;0.232853637
CH0023868554;FY Dec-20;03.03.2021;-11.87626976;5;-5.648677407;-6.227592349;-1.1;Negativ;5.044403012
CH0023868554;FY Dec-21;01.03.2022;3.235112909;5;2.570212071;0.664900837;0.26;Positive;0.943269533
CH0023868554;FY Dec-22;01.03.2023;5.948776697;4;4.679207717;1.26956898;0.27;Positive;0.239621833
CH0023868554;FY Dec-23;28.02.2024;8.055856815;4;4.354898289;3.700958526;0.85;Positive;0.188647521
CH0024590272;FY Dec-19;26.02.2020;7.8;4;7.54157;0.25843;0.03;Neutral;0.28087
CH0024590272;FY Dec-20;23.02.2021;10.14;4;9.28815;0.85185;0.09;Positive;0.25172
CH0024590272;FY Dec-21;22.02.2022;12.01;4;11.93582;0.07418;0.01;Neutral;0.31828
CH0024590272;FY Dec-22;21.02.2023;11.91;3;12.19;-0.28;-0.02;Neutral;0.32782
CH0024590272;FY Dec-23;20.02.2024;10.07;3;11.70333;-1.63333;-0.14;Negativ;0.62835
CH0024608827;FY Dec-19;17.03.2020;35.82036201;16;32.90091737;2.919444638;0.09;Positive;0.533612719
CH0024608827;FY Dec-20;16.03.2021;32.30856181;16;27.77794581;4.530616001;0.16;Positive;0.850068484
CH0024608827;FY Dec-21;22.03.2022;58.6577051;15;52.97079164;5.686913462;0.11;Positive;3.335561036
CH0024608827;FY Dec-22;21.03.2023;41.5988696;17;39.40415411;2.194715496;0.06;Positive;1.686302604
CH0024608827;FY Dec-23;19.03.2024;41.02421139;16;44.11752206;-3.093310673;-0.07;Negativ;1.314743501
CH0024638196;FY Dec-19;14.02.2020;9.088113236;17;8.813809716;0.274303521;0.03;Neutral;0.251859925
CH0024638196;FY Dec-20;17.02.2021;8.651798667;18;7.716201885;0.935596782;0.12;Positive;0.589386491
CH0024638196;FY Dec-21;16.02.2022;9.024262324;18;8.476442777;0.547819547;0.06;Positive;0.391767916
CH0024638196;FY Dec-22;22.02.2023;7.438631326;15;6.675112754;0.763518572;0.11;Positive;0.553576771
CH0024638196;FY Dec-23;14.02.2024;9.215815062;14;8.786417674;0.429397388;0.05;Neutral;0.433281652
CH0024638212;FY Dec-19;14.02.2020;9.088113236;4;8.856919723;0.231193513;0.03;Neutral;0.225702334
CH0024638212;FY Dec-20;17.02.2021;8.651798667;5;7.881543823;0.770254843;0.1;Positive;0.699103643
CH0024638212;FY Dec-21;16.02.2022;9.024262324;5;8.65392703;0.370335293;0.04;Neutral;0.481382672
CH0024638212;FY Dec-22;22.02.2023;7.438631326;5;6.573238623;0.865392703;0.13;Positive;0.495802337
CH0024638212;FY Dec-23;14.02.2024;9.215815062;13;8.718927259;0.496887802;0.06;Positive;0.385287049
CH0025238863;FY Dec-19;27.02.2020;7.087451306;20;6.961186126;0.12626518;0.02;Neutral;0.158031009
CH0025238863;FY Dec-20;03.03.2021;6.991674937;20;6.84295552;0.148719417;0.02;Neutral;0.242090735
CH0025238863;FY Dec-21;02.03.2022;18.00595737;19;16.34578043;1.660176938;0.1;Positive;1.239814455
CH0025238863;FY Dec-22;01.03.2023;23.57162859;11;23.62822179;-0.056593192; -   ;Positive;0.32567158
CH0025238863;FY Dec-23;01.03.2024;12.79146617;17;13.06476936;-0.27330319;-0.02;Neutral;0.296076682
CH0025343259;FY Dec-19;05.03.2020;3.565009291;3;4.14321123;-0.57820194;-0.14;Negativ;0.54327549
CH0025343259;FY Dec-20;28.01.2021;1.468570991;2;1.186562794;0.282008198;0.24;Positive;0.579979123
CH0025343259;FY Dec-21;28.01.2022;5.650805771;2;4.899493365;0.751312406;0.15;Positive;1.271697344
CH0025343259;FY Dec-22;03.03.2023;4.629191168;1;5.121907378;-0.492716209;-0.1;Negativ;0
CH0025343259;FY Dec-23;08.03.2024;2.128363756;1;2.394409225;-0.266045469;-0.11;Negativ;0
CH0028422100;FY Dec-19;28.01.2020;0.904554596;1;2.00066193;-1.096107334;-0.55;Negativ;0
CH0028422100;FY Dec-20;02.03.2021;1.777183736;1;2.260322308;-0.483138573;-0.21;Negativ;0
CH0028422100;FY Dec-21;01.03.2022;3.447949284;1;3.905547492;-0.457598207;-0.12;Negativ;0
CH0028422100;FY Dec-22;28.02.2023;2.021945568;1;2.075154662;-0.053209094;-0.03;Neutral;0
CH0028422100;FY Dec-23;27.02.2024;1.223809159;1;1.404720079;-0.180910919;-0.13;Negativ;0
CH0029850754;FY Dec-19;08.04.2020;-0.595941852;2;-0.446956389;-0.148985463;-0.33;Negativ;0
CH0029850754;FY Dec-20;11.03.2021;-0.510807301;2;-0.579979123;0.069171822;0.12;Positive;0.079813641
CH0029850754;FY Dec-21;10.03.2022;-0.478881845;2;-0.469304208;-0.009577637;-0.02;Neutral;0.032989638
CH0029850754;FY Dec-22;30.03.2023;-0.489523664;2;-0.439507116;-0.050016548;-0.11;Negativ;0.024476183
CH0029850754;FY Dec-23;18.04.2024;-0.148985463;3;-0.144728735;-0.004256728;-0.03;Neutral;0.027317549
CH0030170408;FY Dec-19;21.01.2020;19.08078107;20;19.1769299;-0.096148833;-0.01;Neutral;0.410486876
CH0030170408;FY Dec-20;10.03.2021;19.02757198;21;19.04870663;-0.021134652; -   ;Positive;0.451064131
CH0030170408;FY Dec-21;14.01.2022;22.51808853;19;22.91183583;-0.393747295;-0.02;Neutral;0.723207362
CH0030170408;FY Dec-22;19.01.2023;21.71995213;20;20.08797601;1.631976119;0.08;Positive;0.834456936
CH0030170408;FY Dec-23;17.01.2024;19.52773746;20;19.77707527;-0.249337814;-0.01;Neutral;0.426971053
CH0030380734;FY Dec-19;15.04.2020;3.426665647;5;3.378138953;0.048526694;0.01;Neutral;0.043269635
CH0030380734;FY Dec-20;19.03.2021;2.830723795;6;2.373657678;0.457066117;0.19;Positive;0.162489931
CH0030380734;FY Dec-21;08.03.2022;4.735609356;6;4.230655055;0.504954301;0.12;Positive;0.086858525
CH0030380734;FY Dec-22;07.03.2023;4.756892994;5;4.570661165;0.186231829;0.04;Neutral;0.118283816
CH0030380734;FY Dec-23;05.03.2024;3.703352935;5;3.328122405;0.37523053;0.11;Positive;0.168949515
CH0030486770;FY Dec-19;06.02.2020;5.150640289;6;7.761429615;-2.610789326;-0.34;Negativ;0.438719621
CH0030486770;FY Dec-20;09.02.2021;-21.67738485;3;-22.78661355;1.109228697;0.05;Neutral;0.576552458
CH0030486770;FY Dec-21;18.02.2022;8.492171385;7;9.323297431;-0.831126047;-0.09;Negativ;1.135301153
CH0030486770;FY Dec-22;09.02.2023;6.555360367;6;7.316069499;-0.760709132;-0.1;Negativ;0.523141169
CH0030486770;FY Dec-23;07.02.2024;4.18223478;6;4.969378189;-0.78714341;-0.16;Negativ;0.282997887
CH0032816131;FY Dec-19;02.06.2020;5.884925784;2;4.911199366;0.973726418;0.2;Positive;0.973726418
CH0032816131;FY Dec-20;08.03.2021;7.289645863;2;6.225463985;1.064181878;0.17;Positive;1.010972784
CH0032816131;FY Dec-21;13.04.2022;12.8659589;1;3.960884949;8.905073953;2.25;Positive;0
CH0032816131;FY Dec-22;13.04.2023;4.671758444;1;4.660052443;0.011706001; -   ;Positive;0
CH0032816131;FY Dec-23;14.03.2024;4.756892994;1;4.273754421;0.483138573;0.11;Positive;0
CH0033361673;FY Dec-19;15.04.2020;2.011303749;5;2.018540186;-0.007236437; -   ;Positive;0.268461162
CH0033361673;FY Dec-20;12.03.2021;-9.918175101;6;-8.559566023;-1.358609078;-0.16;Negativ;1.380190686
CH0033361673;FY Dec-21;10.03.2022;3.511800197;7;1.678214821;1.833585375;1.09;Positive;0.541317396
CH0033361673;FY Dec-22;10.03.2023;16.34583364;6;12.87997418;3.465859465;0.27;Positive;0.504613763
CH0033361673;FY Dec-23;06.03.2024;7.459914963;3;1.687441278;5.772473685;3.42;Positive;3.808068432
CH0038285679;FY Dec-19;27.04.2020;-0.425672751;2;-0.388426385;-0.037246366;-0.1;Negativ;0.037246366
CH0038285679;FY Dec-20;31.03.2021;-0.893912777;2;-0.744927314;-0.148985463;-0.2;Negativ;0.234120013
CH0038285679;FY Dec-21;30.03.2022;-0.148985463;2;-0.194745284;0.045759821;0.23;Positive;0.001064182
CH0038285679;FY Dec-22;29.03.2023;0.60658367;3;0.682853586;-0.076269915;-0.11;Negativ;0.128212633
CH0038285679;FY Dec-23;26.03.2024;0.542732758;3;0.779332315;-0.236599557;-0.3;Negativ;0.489832277
CH0038388911;FY Dec-19;19.02.2020;9.545711444;8;6.537673664;3.008037779;0.46;Positive;1.072301586
CH0038388911;FY Dec-20;24.02.2021;2.596603782;7;5.113702536;-2.517098754;-0.49;Negativ;1.253914865
CH0038388911;FY Dec-21;18.02.2022;43.92942792;9;5.431818424;38.49760949;7.09;Positive;0.836266045
CH0038388911;FY Dec-22;20.02.2023;0.883270959;5;5.426050559;-4.5427796;-0.84;Negativ;1.683961403
CH0038388911;FY Dec-23;22.02.2024;7.098093125;6;6.972168483;0.125924642;0.02;Neutral;0.410327248
CH0038389992;FY Dec-19;17.01.2020;13.01494437;3;5.845902235;7.169042131;1.23;Positive;0.669976985
CH0038389992;FY Dec-20;22.01.2021;13.28098983;3;4.348960155;8.93202968;2.05;Positive;1.540318134
CH0038389992;FY Dec-21;18.02.2022;-7.779169527;4;3.511800197;-11.29096972;-3.22;Negativ;4.670311156
CH0038389992;FY Dec-22;17.02.2023;-6.917182206;2;1.516459176;-8.433641382;-5.56;Negativ;3.517121106
CH0038389992;FY Dec-23;19.01.2024;-4.011965679;4;-1.04289824;-2.969067439;-2.85;Negativ;2.596742125
CH0038863350;FY Dec-19;13.02.2020;4.693042081;28;4.676430202;0.016611879; -   ;Positive;0.102023117
CH0038863350;FY Dec-20;18.02.2021;4.480205706;26;4.496296136;-0.01609043; -   ;Positive;0.055699279
CH0038863350;FY Dec-21;17.02.2022;4.7036839;26;4.725659256;-0.021975356; -   ;Positive;0.107067339
CH0038863350;FY Dec-22;16.02.2023;5.108073013;20;5.080829957;0.027243056;0.01;Neutral;0.076259273
CH0038863350;FY Dec-23;22.02.2024;5.108073013;23;5.160909644;-0.05283663;-0.01;Neutral;0.163213575
CH0039821084;FY Dec-19;19.03.2020;69.3633748;4;90.23730233;-20.87392753;-0.23;Negativ;12.57258524
CH0039821084;FY Dec-20;18.03.2021;33.97932736;3;1.819751011;32.15957635;17.67;Positive;7.555393361
CH0039821084;FY Dec-21;15.03.2022;115.8149138;3;92.99175621;22.82315755;0.25;Positive;6.853352577
CH0039821084;FY Dec-22;13.03.2023;308.5701773;2;82.18676642;226.3834109;2.75;Positive;2.405051044
CH0039821084;FY Dec-23;11.03.2024;52.66636113;2;60.73019931;-8.063838179;-0.13;Negativ;8.042554541
CH0042615283;FY Dec-19;19.03.2020;-6.427658542;7;-5.035857631;-1.391800911;-0.28;Negativ;1.442785864
CH0042615283;FY Dec-20;21.01.2021;-15.90951907;11;-9.406016289;-6.503502784;-0.69;Negativ;3.052605716
CH0042615283;FY Dec-21;20.01.2022;-24.90185594;9;-19.23224608;-5.669609865;-0.29;Negativ;2.338018227
CH0042615283;FY Dec-22;19.01.2023;-16.89920822;13;-14.46681834;-2.432389876;-0.17;Negativ;1.218051936
CH0042615283;FY Dec-23;16.01.2024;-10.71631151;10;-7.273576717;-3.442734793;-0.47;Negativ;5.012828735
CH0045825517;FY Dec-19;13.03.2020;0.943865475;1;0.513882787;0.429982688;0.84;Positive;0
CH0045825517;FY Dec-20;12.03.2021;1.122147865;1;0.629240103;0.492907762;0.78;Positive;0
CH0045825517;FY Dec-21;15.04.2022;1.085465515;1;0.659792764;0.425672751;0.65;Positive;0
CH0045825517;FY Dec-22;15.03.2023;0.78749459;1;0.655536037;0.131958553;0.2;Positive;0
CH0045825517;FY Dec-23;14.03.2024;0.297970926;1;0.634252399;-0.336281473;-0.53;Negativ;0
CH0100837282;FY Dec-19;05.03.2020;5.75032;5;5.58206;0.16826;0.03;Neutral;0.22478
CH0100837282;FY Dec-20;04.03.2021;5.28;4;4.43091;0.84909;0.19;Positive;0.22242
CH0100837282;FY Dec-21;03.03.2022;5.69;6;6.06593;-0.37593;-0.06;Negativ;0.35122
CH0100837282;FY Dec-22;02.03.2023;4.9;5;5.1036;-0.2036;-0.04;Neutral;0.59279
CH0100837282;FY Dec-23;07.03.2024;8.63;6;8.0405;0.5895;0.07;Positive;0.26842
CH0102484968;FY Dec-19;03.02.2020;3.74592021;17;3.809143255;-0.063223045;-0.02;Neutral;0.198970086
CH0102484968;FY Dec-20;01.02.2021;4.724967537;20;4.574385802;0.150581736;0.03;Neutral;0.3958863
CH0102484968;FY Dec-21;02.02.2022;5.682731227;19;5.743389594;-0.060658367;-0.01;Neutral;0.33011986
CH0102484968;FY Dec-22;02.02.2023;5.363476664;17;5.259687006;0.103789659;0.02;Neutral;0.323053693
CH0102484968;FY Dec-23;01.02.2024;2.447618319;17;4.333220905;-1.885602586;-0.44;Negativ;0.586140736
CH0106213793;FY Dec-19;28.04.2020;-6.225463985;2;-4.921309094;-1.304154891;-0.27;Negativ;2.081007662
CH0106213793;FY Dec-20;05.03.2021;-4.309936605;3;-5.460668395;1.15073179;0.21;Positive;1.778354336
CH0106213793;FY Dec-21;18.04.2022;;;;0;#DIV/0!;#DIV/0!;
CH0106213793;FY Dec-22;29.05.2023;-0.404389114;1;-0.340538201;-0.063850913;-0.19;Negativ;0
CH0106213793;FY Dec-23;31.05.2024;-0.393747295;1;-0.138343644;-0.255403651;-1.85;Negativ;0
CH0110240600;FY Dec-19;25.02.2020;0.404389114;5;0.568273123;-0.163884009;-0.29;Negativ;0.139822857
CH0110240600;FY Dec-20;02.03.2021;0.691718221;3;0.673978309;0.017739912;0.03;Neutral;0.056539983
CH0110240600;FY Dec-21;01.03.2022;2.139005574;4;0.750780315;1.38822526;1.85;Positive;0.115942616
CH0110240600;FY Dec-22;28.02.2023;0.297970926;5;0.436101734;-0.138130808;-0.32;Negativ;0.057433896
CH0110240600;FY Dec-23;27.02.2024;-0.266045469;5;-0.084708877;-0.181336592;-2.14;Negativ;0.119667252
CH0111677362;FY Dec-19;04.03.2020;5.150640289;7;4.90344148;0.247198808;0.05;Neutral;0.316530258
CH0111677362;FY Dec-20;10.03.2021;3.565009291;4;3.189087042;0.375922248;0.12;Positive;0.127425138
CH0111677362;FY Dec-21;02.03.2022;4.458922068;4;4.676547262;-0.217625194;-0.05;Neutral;0.140333664
CH0111677362;FY Dec-22;08.03.2023;4.905878457;4;4.686923035;0.218955421;0.05;Neutral;0.096457445
CH0111677362;FY Dec-23;13.03.2024;4.033249317;3;4.016222407;0.01702691; -   ;Positive;0.0588599
CH0118530366;FY Dec-19;19.02.2020;8.904222608;3;8.667963589;0.236259019;0.03;Neutral;0.839384098
CH0118530366;FY Dec-20;29.03.2021;10.55807831;3;7.398043429;3.160034877;0.43;Positive;0.919708546
