"";"ISIN";"Reportdate";"Name";"Group";"Year";"Actual";"Estimate";"Mean";"Surprise";"SurpriseSD";"SurprisePercent";"SurpriseCategory";"CAPM_a";"CAPM_a_sd";"CAPM_a_p";"CAPM_beta";"CAPM_beta_sd";"CAPM_beta_p";"CAPM_BPtest_p";"CAPM_robust_a";"CAPM_robust_a_sd";"CAPM_robust_beta";"CAPM_robust_beta_sd";"CAR_shortterm";"CAR_middleterm";"BHAR_shortterm";"BHAR_middleterm"
"BP155";"CH0011484067";2021-02-18;"ST GALLER KANT ";4310;2020;29,72259985;2;28,49879069;1,223809159;0,830061865;0,04;"Neutral";-0,0004114940227778;0,000922854240598657;0,656115220921066;0,727750875607678;0,0653581253602673;4,11991217636089e-23;0,417271571086909;-9,64874938200483e-05;0,000795652402953554;0,627970812088261;0,0563494723302158;-0,0044440298425316;0,00767164403066428;-0,00447846912176397;0,00721655906055818
"BP156";"CH0011484067";2022-02-16;"ST GALLER KANT ";4310;2021;32,23406908;2;32,29791999;-0,063850913;0,053209094;NA;"Positive";3,65812423177606e-05;0,000650261373931975;0,955188991625298;0,161081599491958;0,103882370282951;0,122437777635162;0,959814247329212;-0,000293074570688423;0,000511487007226993;0,234358894864074;0,0817125002495246;0,00446993146936719;0,0235538203899512;0,00414336948869964;0,0221786827509214
"BP157";"CH0011484067";2023-02-15;"ST GALLER KANT ";4310;2022;32,68102547;1;30,94321646;1,737809006;0;0,06;"Positive";0,00069230108545661;0,000613220990580617;0,260150455625222;0,40234577533721;0,0601712404045861;1,8723843343339e-10;0,226013917936573;0,000907457110031228;0,00053867675700352;0,384064573179123;0,0528567174703724;-0,00678231570967719;0,00176781659050656;-0,00707078851809639;0,00101369819301933
"BP158";"CH0011484067";2024-02-14;"ST GALLER KANT ";4310;2023;36,84197661;1;38,83731763;-1,995341021;0;-0,05;"Neutral";-4,81695702881491e-07;0,000472393460564826;0,999187332086726;0,40271242391199;0,073841115941305;1,32666902766981e-07;0,383976737519879;-6,55811626289768e-05;0,000463967967607813;0,393503741412584;0,0725241040555827;-0,0106082389270744;-0,0335939588069893;-0,0107597073093194;-0,0337519245510566
"BP159";"CH0012005267";2020-01-29;"NOVARTIS ";3410;2019;5,257548;26;5,137296194;0,120251806;0,07496874;0,02;"Neutral";-7,48106939212121e-05;0,000479981972842614;0,876285791866323;1,15971052792603;0,0772344010603672;1,6489732952489e-35;0,759297425282554;1,89307891702055e-05;0,000381974149260674;1,10117476136043;0,0614638597028414;0,0103767552249496;-0,00388846192240193;0,0101455993015079;-0,00277788687555103
"BP160";"CH0012005267";2021-01-26;"NOVARTIS ";3410;2020;5,6275236;27;5,641193225;-0,013669625;0,058592452;NA;"Positive";-0,000441037316972007;0,000523079402061322;0,400061383701981;1,01233243180607;0,0356096336182083;1,93115926570397e-75;0,0328441355945453;-0,000254371030163989;0,000450396672035615;1,03858805068413;0,0306616173583688;-0,0344179581676316;-0,0631412119242396;-0,0331890571468914;-0,0614608532489856
"BP161";"CH0012005267";2022-02-02;"NOVARTIS ";3410;2021;6,1240698;27;6,150425693;-0,026355893;0,120222598;NA;"Positive";-0,000737629107254355;0,00047018388354536;0,118135966065579;0,941067636974793;0,0720215564078858;3,14502777918832e-29;0,473028982203087;-0,000972330711879388;0,000403329824028174;0,909352084727359;0,0617810237415877;0,0141267233916692;0,0756950051385678;0,0135669836605299;0,0739558213735588
"BP162";"CH0012005267";2023-02-01;"NOVARTIS ";3410;2022;5,9585544;22;5,866109181;0,092445219;0,077208066;0,02;"Neutral";0,000655223859570742;0,000553050354863247;0,237402234747929;0,637014528330186;0,0533115559535353;1,14708457869453e-25;0,411838762830373;0,000766535644937916;0,000505768779763363;0,650530050041124;0,0487538256956241;-0,0505856070659575;-0,045746426644371;-0,0501796595000374;-0,0457841172520602
"BP163";"CH0012005267";2024-01-31;"NOVARTIS ";3410;2023;6,717978;24;6,302203315;0,415774685;0,634440001;0,07;"Positive";0,000607140517427576;0,000655817824168735;0,355581347847672;0,873084576284626;0,101574646436708;1,58614964195924e-15;0,140433050568826;0,000344233626304373;0,000528352727790045;0,771107861961118;0,0818325448643738;-0,0209402785365149;-0,0624185467895518;-0,0212786608095165;-0,0645423445060322
"BP164";"CH0012032048";2020-01-30;"ROCHE HOLDING AG ";3430;2019;21,45390666;24;21,11084634;0,343060312;0,465515721;0,02;"Neutral";-6,42513061817503e-05;0,000425623216251699;0,880147660907057;0,99664523229852;0,0685210014064586;5,43802820921603e-34;0,0100948317374458;2,8423143517193e-05;0,000384134363517105;0,965928704627223;0,061841718820289;0,0228199765380621;0,069340811171971;0,0231130241192676;0,0557209648397852
"BP165";"CH0012032048";2021-02-04;"ROCHE HOLDING AG ";3430;2020;20,38972478;27;20,62199312;-0,232268337;0,5171179;-0,01;"Neutral";-0,000317769995048102;0,000745494387385975;0,670341406967508;0,947360460969989;0,0505128263212524;1,92036875191883e-47;0,719711086278607;-0,000310792985983405;0,00064519893577039;0,963982101663971;0,0437170585542623;0,00278991105625022;-0,0346436144030281;0,00222089411832804;-0,0355442616819966
"BP166";"CH0012032048";2022-02-03;"ROCHE HOLDING AG ";3430;2021;21,081443;25;21,63371083;-0,552267827;0,50547575;-0,03;"Neutral";0,00021774976508393;0,000559553873942962;0,697544131131031;0,972896751481912;0,0859820390914434;1,12885121458433e-23;0,930964622399735;0,000353036325989421;0,000514871390148322;0,925943536197858;0,0791160495107419;-0,0217201814325076;0,0362368995083337;-0,0213922217047213;0,0366443863908125
"BP167";"CH0012032048";2023-02-02;"ROCHE HOLDING AG ";3430;2022;21,60289212;20;21,83381959;-0,230927467;0,385201914;-0,01;"Neutral";-0,000266174244678273;0,000740329833491031;0,719541583074872;0,717368020689896;0,0713045367596006;8,12392866504763e-20;0,498562315724254;0,000107561856319309;0,000621518109159925;0,724519417341401;0,0598612386757048;-0,00199818029071877;-0,0199057569083327;-0,00283015292070832;-0,0200216483089266
"BP168";"CH0012032048";2024-02-01;"ROCHE HOLDING AG ";3430;2023;19,76185747;19;19,76012285;0,001734616;0,64157397;NA;"Positive";-0,000434698382707564;0,000568787518135899;0,44553828679503;0,736359158349447;0,0881210513213161;7,4550600880702e-15;0,456592461502647;-0,000499003890449714;0,000490287704632534;0,719973632503494;0,0759592406734407;-0,0537167598784833;-0,0162109289605791;-0,0532011423845998;-0,0180577787780042
"BP169";"CH0012032113";2020-01-30;"ROCHE HOLDING AG ";3430;2019;21,45390666;2;19,02384734;2,430059318;2,316191857;0,13;"Positive";-6,3044452762592e-05;0,000407216891060866;0,87710748960179;0,986778141358024;0,0655577705813267;1,25657870779696e-35;0,0325344081095562;-7,25353762153446e-05;0,000392823760176181;0,956296968338271;0,0632406231515455;0,0218199204727805;0,0620421106870474;0,0221122526255033;0,0490741398577524
"BP170";"CH0012032113";2021-02-04;"ROCHE HOLDING AG ";3430;2020;20,38972478;2;18,1512182;2,23850658;2,720580971;0,12;"Positive";-0,000257561278985115;0,000720003891996692;0,72089583870517;0,91290177047097;0,0487856544092593;2,6069656292444e-47;0,441880945264806;-0,00035993734173134;0,000628079876213334;0,940422163404386;0,0425571140975094;0,00846153313879547;-0,0281356531969184;0,00812734601673826;-0,0293977308457897
"BP171";"CH0012032113";2022-02-03;"ROCHE HOLDING AG ";3430;2021;21,081443;2;19,90658621;1,174856793;2,347585222;0,06;"Positive";0,00042543641186292;0,000632531243955999;0,501914967958099;0,994795515112405;0,0971958709911958;2,41129793640772e-20;0,971052980584069;0,000619429909940784;0,000575288809748635;0,926898377407059;0,0883998971897373;-0,0260521372727845;0,0556482865444818;-0,0258486531336697;0,0567972713191318
"BP172";"CH0012032113";2023-02-02;"ROCHE HOLDING AG ";3430;2022;21,60289212;1;21,95407214;-0,35118002;0;-0,02;"Neutral";0,000340567726667653;0,00078660440399528;0,665470398483218;0,707619846351585;0,0757614513188799;1,1332608941008e-17;0,63531872561934;0,000509761571036057;0,000742655485898995;0,67779069932043;0,0715285309309982;-0,0200883371203516;-0,110312569514224;-0,0207914155734669;-0,106571813796552
"BP173";"CH0012032113";2024-02-01;"ROCHE HOLDING AG ";3430;2023;19,76185747;1;18,56039613;1,20146134;0;0,06;"Positive";-0,000440596558828876;0,00068232232318149;0,519129694255766;0,816244442339947;0,105710759363727;4,06100359677737e-13;0,768102125114183;-0,000102697004484041;0,000594275532688632;0,723489610684561;0,0920698556935372;-0,0622385999537182;-0,0309238008115798;-0,061353894901901;-0,0328868567364495
"BP174";"CH0012100191";2020-03-17;"TECAN GROUP AG ";8570;2019;6,523434911;6;6,461712362;0,061722549;0,57252985;0,01;"Neutral";0,000225610868655748;0,000693053380910877;0,74508947644939;0,931884408116594;0,108758120971623;1,89181227511808e-15;0,16271058421491;0,000401454496498828;0,000632183180825046;0,871976126501823;0,0992060016589651;-0,0058967012014654;-0,0115229792309873;-0,0117703550273398;-0,0263884789387212
"BP175";"CH0012100191";2021-03-16;"TECAN GROUP AG ";8570;2020;9,173247787;7;8,192529694;0,980718093;0,669764148;0,12;"Positive";0,00170451732294285;0,00144160926116072;0,23834056524185;0,655368547602479;0,153007794054498;2,75738846417984e-05;0,698708100327484;0,00257355930709375;0,00117299337287497;0,700471145793782;0,124497763200853;0,0437597987750834;0,054585638059486;0,0439690925568947;0,05732761865192
"BP176";"CH0012100191";2022-03-15;"TECAN GROUP AG ";8570;2021;10,51411695;7;12,31045596;-1,79633901;1,777247587;-0,15;"Negativ";0,000156562812954351;0,00137341368294417;0,909345894445332;1,26837817927048;0,195712642910272;5,94999246185773e-10;0,242991787093419;0,000388072035866415;0,00109246070637892;1,23661708522674;0,155676599684592;-0,13275254234371;-0,1112466763459;-0,147632943970047;-0,116441794750063
"BP177";"CH0012100191";2023-03-14;"TECAN GROUP AG ";8570;2022;10,07780238;5;12,07037653;-1,992574148;1,428759947;-0,17;"Negativ";0,00113685632724966;0,00145083880734412;0,434129952597819;1,55573024447283;0,155686640158253;1,30146499178329e-19;0,429195418151063;0,0012879952674603;0,00139057416256328;1,63260744636818;0,149219760434079;0,0581948472855034;-0,10442523530568;0,0597297268960003;-0,115060224255888
"BP178";"CH0012100191";2024-03-12;"TECAN GROUP AG ";8570;2023;10,96107334;6;10,45806649;0,503006848;0,987943888;0,05;"Neutral";-0,00085912518246344;0,00117820403217794;0,46666944765267;1,45176378224067;0,196019177554184;2,7761767706506e-12;0,503756391157424;-0,00155215639361402;0,000990139868726544;1,44359923189587;0,16473072356798;0,000341107894304306;-0,0163247165372969;0,000178715228971948;-0,0176308607323741
"BP179";"CH0012138605";2020-02-26;"ADECCO GROUP ";8580;2019;4,97;19;4,24784;0,72216;0,15371;0,17;"Positive";0,000130561127391566;0,000670031567000297;0,845684629155771;1,09301775792742;0,108367011485119;6,79810579885842e-20;0,170178117493113;0,000171119477266891;0,00054471350610763;1,05964706957226;0,0880987966533211;-0,0122517756585004;-0,207855347218805;-0,0115875632216652;-0,184266074694705
"BP180";"CH0012138605";2021-02-25;"ADECCO GROUP ";8580;2020;2,49;17;2,43406;0,05594;0,34105;0,02;"Neutral";0,000824218527293497;0,00134196953675355;0,539730111771432;1,44176551267125;0,100160753004189;1,66535388315463e-33;0,00223683674121038;0,000365193394921838;0,00111941536044328;1,42962932127648;0,0835499483078394;-0,00580413051467157;0,028508941678229;-0,00653686909058337;0,030358448572402
"BP181";"CH0012138605";2022-02-24;"ADECCO GROUP ";8580;2021;4,06;19;3,75691;0,30309;0,25485;0,08;"Positive";-0,00182555127790982;0,000955761696602843;0,0574334355035083;1,18034856066704;0,152740973818162;3,90644190267311e-13;0,54209259970443;-0,00142697344595444;0,000831662615398061;1,16807999540357;0,132908609139256;-0,0948526263792754;-0,134935201153211;-0,091677155445504;-0,135982626543994
"BP182";"CH0012138605";2023-02-28;"ADECCO GROUP ";8580;2022;3,28;12;3,35575;-0,07575;0,17844;-0,02;"Neutral";-0,000654103099585478;0,00103161485634114;0,526705035262415;1,45565261836088;0,1092768899221;4,79987627013549e-30;0,935465381495352;0,000632090647881921;0,000991227250348198;1,52186305073186;0,104998711930402;0,0277172254385186;-0,0760412514674464;0,0275077830475334;-0,0792559279593751
"BP183";"CH0012138605";2024-02-29;"ADECCO GROUP ";8580;2023;2,99;13;2,92715;0,06285;0,46217;0,02;"Neutral";0,000584337472595827;0,00107015905564505;0,585602055472523;1,20460259076799;0,174837875461366;5,85315671992757e-11;0,319790992268384;0,000338967785146857;0,000717812714294661;1,14340087165696;0,117273081309196;-0,067153547910915;-0,0477435878890051;-0,0667452891045597;-0,0490686292961989
"BP184";"CH0012142631";2020-02-13;"CLARIANT AG ";2530;2019;0,776852771;13;1,002129433;-0,225276662;0,159488938;-0,22;"Negativ";-0,000543594539842799;0,000827982546620494;0,512173082970447;1,13541639733149;0,133411028296684;2,75217304767502e-15;0,502650382842366;-0,000158920144064626;0,000610912622730717;1,06200531401046;0,0984350232146688;0,0432766631547634;-0,177693211931547;0,0433805701916945;-0,135465110207582
"BP185";"CH0012142631";2021-02-11;"CLARIANT AG ";2530;2020;0,691718221;16;0,507678607;0,184039614;0,411689401;0,36;"Positive";-0,000147589748485736;0,00101168192128198;0,88414594832447;1,12977559960433;0,0695564972933315;1,84040994829247e-39;0,107625132281657;-0,000765747331741536;0,000777818504103151;1,15717763926463;0,0534776094513941;-0,00368110396118561;0,00660853385747705;-0,00444044332345528;0,00514213214904125
"BP186";"CH0012142631";2022-02-14;"CLARIANT AG ";2530;2021;1,032256421;17;0,973098551;0,059157871;0,179431706;0,06;"Positive";-0,000933446728596571;0,000677725842432227;0,169818753848827;1,14278303671265;0,106016363438542;5,20495104135774e-22;0,622095563787588;-0,000819364905361472;0,000622164007491444;1,0921342390753;0,0973248493813908;-0,123277623905957;0,00253134631243691;-0,125429953279232;-0,00541111834848462
"BP187";"CH0012142631";2023-03-02;"CLARIANT AG ";2530;2022;1,330227347;16;1,19075567;0,139471677;0,437591588;0,12;"Positive";0,000306783355323307;0,00105740178519714;0,771991763264051;1,20709273318554;0,11304882867971;1,07055104153528e-21;0,383253766813015;-0,000226975390456183;0,000916939885230054;1,16830900136683;0,0980317807725653;-0,0102997582517461;-0,0418459506841584;-0,0103099372475943;-0,0424197665309033
"BP188";"CH0012142631";2024-02-29;"CLARIANT AG ";2530;2023;0,936480052;16;0,740936632;0,19554342;0,246932763;0,26;"Positive";-0,00132329126681774;0,000759062371870178;0,0826805186009914;1,05881191585364;0,124012268774806;2,30561906642935e-15;0,152817999029279;-0,0011507228944683;0,000672559841849947;1,04341749648801;0,109879866221193;-0,0214718624890185;0,213329644210583;-0,0221321624541038;0,22668233970393
"BP189";"CH0012214059";2020-02-27;"HOLCI ";2840;2019;3,618218385;17;3,768832046;-0,150613661;0,192372158;-0,04;"Neutral";-0,000434296908372354;0,000628746807108608;0,490464055670393;1,12202109846803;0,101839277973126;9,53381503291903e-23;0,137226024137688;-0,000276027386612393;0,000560712680134697;1,03861272746209;0,0908196651652029;0,0360354729213966;-0,0795870859670182;0,0361272231086537;-0,0911016604223076
"BP190";"CH0012214059";2021-02-26;"HOLCI ";2840;2020;3,267038365;18;3,193726875;0,07331149;0,201619899;0,02;"Neutral";0,000357069157294329;0,00109385174746792;0,744408618591979;1,3458118394943;0,0918021673821951;2,31656193455483e-34;0,398303776194513;0,000162014391432876;0,000842932828280893;1,26137423419493;0,0707436458120747;0,0194394846561946;0,03309024320684;0,0191685670066357;0,0356628729568731
"BP191";"CH0012214059";2022-02-25;"HOLCI ";2840;2021;4,235443874;20;4,222673691;0,012770183;0,21549683;NA;"Positive";-0,000615280602651539;0,000717819886962609;0,392297997994262;0,859284468675109;0,114193910798799;1,35452206518629e-12;0,249062100232868;-0,000630064238741097;0,000684073591735209;0,91857425694385;0,108825403326411;-0,0326827508269573;-0,0911238106232156;-0,0330679523244733;-0,0933840467893734
"BP192";"CH0012214059";2023-02-24;"HOLCI ";2840;2022;3,894905673;19;4,874740495;-0,979834822;0,337015759;-0,2;"Negativ";0,000881688788720549;0,000818297895713063;0,28245720125811;1,07373082402247;0,0864729642409732;3,74880906295059e-27;0,445678134219436;0,000566183879103711;0,000746268851108734;1,02989005582534;0,0788613535659218;0,0296337252009233;-0,0402040411098673;0,0293870075916624;-0,0442099773124351
"BP193";"CH0012214059";2024-02-28;"HOLCI ";2840;2023;5,767865778;20;5,488518035;0,279347743;0,268109982;0,05;"Neutral";0,000436731130825381;0,000599362280134741;0,466988322748096;1,12362836286514;0,0960461318981173;7,06006582972331e-25;0,384254597830738;0,00102973346059846;0,0005135454763772;1,08201386542585;0,0822942287070812;0,051487793476563;0,0707507836146124;0,0526722550095322;0,0749915983699534
"BP194";"CH0012221716";2020-02-05;"ABB LTD ";4970;2019;1,2072888;17;0,968119047;0,239169753;0,106796378;0,25;"Positive";3,04798217712417e-05;0,000674508832563297;0,963998498142406;1,22476272767989;0,108483403630215;1,353710588737e-23;0,26107313025746;-0,000351527043129723;0,000563069134067795;1,20221465898285;0,0905602020223506;0,0130750841612178;-0,136937448387381;0,0121335233221926;-0,0921901488915684
"BP195";"CH0012221716";2021-02-04;"ABB LTD ";4970;2020;0,9541476;17;0,74315441;0,21099319;0,115812099;0,28;"Positive";0,000614984882353308;0,000870578121819251;0,480684213644115;1,28556782645642;0,0589881858409887;9,22471963419548e-57;0,0149177666429831;0,000438777186442868;0,000722612874482607;1,26240020991355;0,0489624325063397;-0,0455823105376831;0,0746662288888945;-0,0458919635661788;0,078143866902026
"BP196";"CH0012221716";2022-02-03;"ABB LTD ";4970;2021;1,4214852;24;1,475404276;-0,053919076;0,285981403;-0,04;"Neutral";0,000293646183916798;0,000634920015365764;0,64418685917839;1,36436602973764;0,0975629338359004;3,50256860038472e-32;0,837391462704744;0,000491363940796595;0,000552969016271888;1,33290308874616;0,0849701982016713;0,0278605439463784;0,0441114319414635;0,0270062402680843;0,0435751678732949
"BP197";"CH0012221716";2023-02-02;"ABB LTD ";4970;2022;1,265706;19;1,191253279;0,074452721;0,184072597;0,06;"Positive";0,000321554453341942;0,000770792371249789;0,676959873835968;1,19636338541061;0,074238522457796;4,72412740469161e-39;0,842797211270978;0,000441105855774314;0,00069881388319834;1,1876781954697;0,0673059465774439;-0,021865492419313;0,00611540101616852;-0,0223718245121581;0,00297644710618139
"BP198";"CH0012221716";2024-02-01;"ABB LTD ";4970;2023;1,9569762;20;1,939110273;0,017865927;0,082884271;0,01;"Neutral";0,000940773342577496;0,000705053558791105;0,183481837152535;1,23141529985687;0,1092324617849;1,52440198996258e-23;0,0464928584963951;0,00127551508642781;0,00062144087571397;1,11617860501595;0,0962785250306253;0,0159460048933808;0,0448991340163125;0,0155558306685226;0,0490882763911793
"BP199";"CH0012255151";2020-02-06;"THE SWATCH GROUP ";8592;2019;15,07945721;23;15,93732615;-0,857868937;1,040131367;-0,05;"Neutral";-0,00105815373278033;0,000833012336330508;0,205335016500002;1,37088322746838;0,134346710460788;2,99181580379704e-20;0,400832556714318;-0,00164535697353606;0,000772003628179356;1,35368323504969;0,12450733727014;-0,0186679452682718;0,0740822429130515;-0,0188594398206106;0,0521256000688365
"BP200";"CH0012255151";2021-02-08;"THE SWATCH GROUP ";8592;2020;-1,053540059;22;0,154157387;-1,207697446;0,820877975;-7,83;"Negativ";0,000336302195814891;0,00112830058655011;0,765939329278199;1,23182329664836;0,0762940251067276;3,76665894723518e-39;0,526534619952354;-0,000253903913499054;0,00103972090738911;1,18594018973857;0,0703043975673865;0,0103546861547322;-0,00162953371837074;0,0102691562325156;-0,00269768791348679
"BP201";"CH0012255151";2022-02-17;"THE SWATCH GROUP ";8592;2021;15,71796634;24;13,47804439;2,239921942;0,907534305;0,17;"Positive";-0,000521797019086326;0,00101263456992954;0,606872503235856;1,29279653552977;0,160947566626615;5,84816928477713e-14;0,142490374776394;-0,000574819060971873;0,000906587249395876;1,23677262916833;0,144092465394634;0,00597456961342574;-0,0609225349458366;0,00585375541773914;-0,0706545142523524
"BP202";"CH0012255151";2023-02-06;"THE SWATCH GROUP ";8592;2022;16,55867002;21;17,30431033;-0,745640316;0,781109498;-0,04;"Neutral";0,000442734523020455;0,00117211745552852;0,706002961595658;1,30038322146751;0,113135739398148;3,10864109987123e-24;0,112181917693253;0,000397035667932206;0,00111922879829929;1,2563910386661;0,108030792523428;-0,0285324844965513;-0,00856209465867656;-0,028153911456591;-0,0101334904276212
"BP203";"CH0012255151";2024-01-22;"THE SWATCH GROUP ";8592;2023;17,82504645;21;18,87174382;-1,04669737;1,109579877;-0,06;"Negativ";-0,00126509170222053;0,000983977193326299;0,199908354264315;0,980880133456984;0,151003136073802;5,47528164525661e-10;0,194493279600183;-0,000989249691107378;0,000884474663424029;1,03570133344542;0,13573327599531;-0,0850717061195133;0,00268968218287443;-0,0826167007109752;-0,00117693713762668
"BP204";"CH0012268360";2020-02-27;"KUDELSKI SA ";4090;2019;0,194724;2;0,347893898;-0,153169898;0,079174778;-0,44;"Negativ";-0,000140958004356694;0,0013739179706221;0,918377777614288;0,6100282440405;0,222536023309441;0,00662605704535706;0,107191938749427;-0,000820768417402798;0,00113254991637815;0,68748748284756;0,183441195165468;-0,00222593656038565;-0,19648094197798;-0,00663365328350884;-0,197456818046016
"BP205";"CH0012268360";2021-02-25;"KUDELSKI SA ";4090;2020;-0,4089204;2;-0,07642917;-0,33249123;0,07642917;-4,35;"Negativ";-0,000749304903958835;0,00217504562682344;0,730800301611391;0,984963574624889;0,162339160341992;5,6547058537764e-09;0,0644235899857377;-0,00152314670308066;0,0016715808294895;0,910370223111975;0,124761993475701;-0,00754927420654954;-0,040020346036145;-0,0112845386707391;-0,0422338212635117
"BP206";"CH0012268360";2022-02-23;"KUDELSKI SA ";4090;2021;0,2531412;3;0,19375038;0,05939082;0,104595997;0,31;"Positive";-0,00134351857127665;0,00102150052610996;0,189804586592036;0,144816497444446;0,163247842096983;0,376000402597881;0,376879935526206;-0,00160520229553899;0,000910072369323159;0,0230870680321102;0,145440307319138;0,0281919499704011;-0,00194852554377065;0,0232976018599907;-0,0113610827311913
"BP207";"CH0012268360";2023-02-23;"KUDELSKI SA ";4090;2022;-0,3602394;3;0,042517985;-0,402757385;0,116133394;-9,47;"Negativ";-0,000843035508404323;0,00154000175886084;0,584644205348395;0,538094570597606;0,162380932116937;0,00107695271691989;0,0580520804293698;-0,00125617563773394;0,00161985929108626;0,547366416175547;0,170801273486491;-0,0203385665893159;-0,163789412316746;-0,0218973548123876;-0,158886549374338
"BP208";"CH0012268360";2024-02-22;"KUDELSKI SA ";4090;2023;-0,48681;3;-0,1995921;-0,2872179;0,199280542;-1,44;"Negativ";-0,00214859553604631;0,00197208319575673;0,277128418727154;1,07743769437858;0,309393639579034;0,00059981239314203;0,0256920411491951;-0,00276845120523059;0,0019484546453121;0,710369254569117;0,305686634095812;-0,28763909861533;0,245869955372262;-0,265938454742135;0,237371616542244
"BP209";"CH0012335540";2020-02-12;"VONTOBEL HOLDING AG ";4394;2019;4,671758444;3;4,775335266;-0,103576822;0,07495033;-0,02;"Neutral";0,000504102266378126;0,000791774464534558;0,525002083620914;0,964189325553173;0,127315104616937;1,00825890002021e-12;0,39411055922661;0,000435859756626933;0,000715171360529168;0,941237037448495;0,114997541172703;0,012610690257422;-0,195169320748646;0,0126394258824143;-0,168657225932702
"BP210";"CH0012335540";2021-02-11;"VONTOBEL HOLDING AG ";4394;2020;4,522772981;4;4,840431271;-0,317658291;0,13743909;-0,07;"Negativ";0,000241238255570695;0,00131547143193534;0,854665301318309;1,39344025068814;0,0904430366600983;9,01048568713974e-37;0,238938238087929;0,00036462231684876;0,00110954522191685;1,385719105554;0,0762849247392818;-0,0499414002974672;-0,0312354335806554;-0,0538463944713036;-0,0341272385942872
"BP211";"CH0012335540";2022-02-09;"VONTOBEL HOLDING AG ";4394;2021;6,917182206;2;6,586753733;0,330428473;0,416627205;0,05;"Neutral";8,64304390673139e-06;0,000772400671341254;0,991082168434655;0,894920926832471;0,119073955178232;1,43164448646783e-12;0,323191163851627;0,000564625394198862;0,000667703484322459;0,961054164945375;0,102933746324302;0,0753345193865305;-0,0587587134464245;0,0741263362019616;-0,0662112930782356
"BP212";"CH0012335540";2023-02-08;"VONTOBEL HOLDING AG ";4394;2022;4,26736933;3;4,45466534;-0,18729601;0,163607322;-0,04;"Neutral";-0,00019914356642187;0,000967655294748529;0,837138235102166;1,47640998864764;0,0936357193507805;6,19911756912052e-38;0,0772915522874708;0,000245825951076892;0,00088433788347088;1,42894737828151;0,0855734622828285;-0,0896228451737977;-0,0143561970052815;-0,0859844058045356;-0,0150683683183928
"BP213";"CH0012335540";2024-02-08;"VONTOBEL HOLDING AG ";4394;2023;3,990682042;3;4,078657958;-0,087975916;0,49810097;-0,02;"Neutral";4,65056584897186e-05;0,000756944573548034;0,951065899217417;0,981569332923327;0,11749539395419;7,55697934006006e-15;0,112071628447462;0,000577070632809225;0,000694230287046201;0,890923531139659;0,107760678815736;-0,0383398441251838;-0,00566953242143115;-0,0386450387564393;-0,00679761732753792
"BP214";"CH0012410517";2020-03-12;"BALOISE HOLDING AG ";4370;2019;15,95208635;11;14,32660174;1,625484609;1,622472975;0,11;"Positive";-5,09698589234368e-05;0,000527269819116446;0,923078849414602;0,729837118253208;0,0836250826644886;6,6951277874376e-16;0,96580321588969;0,000117080201260865;0,000457541481450899;0,758319843451373;0,0725661564943735;-0,0821551491239003;-0,00729465622363748;-0,0791992061423038;-0,0299709559414936
"BP215";"CH0012410517";2021-03-09;"BALOISE HOLDING AG ";4370;2020;10,24807148;11;10,76362504;-0,515553553;0,716577509;-0,05;"Neutral";0,000161112981221743;0,00103617193568939;0,876579317513379;1,19264084692939;0,0980318026386653;2,35617619132133e-26;9,92595852908238e-07;-0,000482537510948235;0,000817274015703673;1,03440702995828;0,0773219600431145;-0,0485449467146664;-0,0253049790917495;-0,0494827937864203;-0,0258245161196181
"BP216";"CH0012410517";2022-03-10;"BALOISE HOLDING AG ";4370;2021;13,88757351;10;13,13732528;0,750248224;1,325651365;0,06;"Positive";-0,000183146183771209;0,000558418391599636;0,743245378052164;0,685934307998311;0,0804094979038952;2,41978361592076e-15;0,000511673687075507;-0,000205955903026868;0,000526981361399478;0,59240943653007;0,075882720397977;0,0813651434948924;0,138403502118592;0,0856207954809856;0,151742860251153
"BP217";"CH0012410517";2023-03-09;"BALOISE HOLDING AG ";4370;2022;12,89788436;6;13,46349703;-0,565612668;0,721579164;-0,04;"Neutral";2,53636186032035e-06;0,000708418531688183;0,997146586828086;0,71175914452777;0,076110307386002;1,04802617684792e-17;0,615685857744842;0,000309252007616701;0,000656859910599093;0,698688365202317;0,0705710077714963;-0,0874233315037458;-0,0156738322859688;-0,0844774280007659;-0,0195486336258768
"BP218";"CH0012410517";2024-03-26;"BALOISE HOLDING AG ";4370;2023;5,629522134;6;6,686254738;-1,056732605;1,164927976;-0,16;"Negativ";-5,71242999030498e-05;0,000636441542977194;0,928563329681253;0,634858540167408;0,106115865927284;8,85726332232088e-09;0,179554463120839;0,000467403392632719;0,000461811482539576;0,699129218532157;0,0769992561070234;-0,0144567342806368;0,0142062401954627;-0,0148026136008376;0,0111407179538785
"BP219";"CH0012453913";2020-02-12;"TEMENOS AG ";8592;2019;3,3784614;18;3,368919924;0,009541476;0,102366407;NA;"Positive";-0,000566544998066892;0,0011304442323879;0,61675469393162;1,81429780819963;0,181772249746249;1,40982833536899e-19;0,364344078742136;0,000368788236640452;0,000817462758056179;1,67459267097361;0,131445709888551;-0,0130997973719926;0,0339618693978283;-0,0136949438648739;0,0312156619179418
